scope,storage_root,field_path,field_label,data_type,format,requiredness,required_when,allowed_values,sensitive,persistence_status,derived_or_input,collection_min,collection_max,initial_item_count,sync_party_ids,source_file,source_symbol,source_line,notes
plan_minor,D,q1State,Current residence state,string,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,Address component
plan_minor,D,q1Zip,Current residence ZIP,string,zip,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,Address component
plan_minor,D,q1Phone,Current residence phone,string,phone,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,Formatted phone
plan_minor,D,q2Residences[],Prior-year residence,array<object>,,optional,,,none,persisted,input,0,unbounded,1,,src/legacy-app.js,"emptyMinorResidence() / addPlanRow('q2Residences',...)",,"name/street/city/state/zip/phone. SCHEDULE_SCHEMAS.q2Residences exists but is dead code -- the real add/remove path is the generic addPlanRow/removePlanRow('q2Residences','minorResidence',...) mechanism, not addCollectionRow."
plan_minor,D,q3Providers[],Treatment provider,array<object>,,optional,,,none,persisted,input,0,unbounded,1,,src/legacy-app.js,"emptyMinorProvider() / addPlanRow('q3Providers',...)",,"first/mi/last/providerType/visits/street/city/state/zip/phone. SCHEDULE_SCHEMAS.q3Providers exists but is dead code (its factory shape doesn't even match emptyMinorProvider()'s real fields) -- the real add/remove path is the generic addPlanRow/removePlanRow('q3Providers','minorProvider',...) mechanism, not addCollectionRow."
plan_minor,D,planGuardians[].name,Guardian name,string,,conditional,primary,,none,persisted,input,2,2,2,guardianPartyIds,src/legacy-app.js,emptyMinorGuardianSig() / emptyDataPlanMinor(),,"Signature row. Fixed-length, no add/remove UI -- see plan_simplified.planGuardians note re: SCHEDULE_SCHEMAS.planGuardians being dead code."
plan_minor,D,planGuardians[].tin,Guardian taxpayer ID,string,ssn-ein,conditional,primary,,government-id,persisted,input,2,2,2,guardianPartyIds,src/legacy-app.js,emptyMinorGuardianSig() / emptyDataPlanMinor(),,Sensitive identifier
plan_minor,D,planGuardians[].phone,Guardian phone,string,phone,conditional,primary,,none,persisted,input,2,2,2,guardianPartyIds,src/legacy-app.js,emptyMinorGuardianSig() / emptyDataPlanMinor(),,Formatted phone
plan_minor,D,planGuardians[].mailingStreet,Guardian mailing street,string,,conditional,primary,,none,persisted,input,2,2,2,guardianPartyIds,src/legacy-app.js,emptyMinorGuardianSig() / emptyDataPlanMinor(),,Address component
plan_minor,D,planGuardians[].mailingCityStateZip,Guardian city/state/ZIP,string,zip,conditional,primary,,none,persisted,input,2,2,2,guardianPartyIds,src/legacy-app.js,emptyMinorGuardianSig() / emptyDataPlanMinor(),,Address component
plan_minor,D,planGuardians[].email,Guardian email,string,email,optional,,,none,persisted,input,2,2,2,guardianPartyIds,src/legacy-app.js,emptyMinorGuardianSig() / emptyDataPlanMinor(),,Email address
plan_minor,D,planGuardians[].signatureDate,Guardian signature date,date,iso-date,conditional,primary,,none,persisted,input,2,2,2,guardianPartyIds,src/legacy-app.js,emptyMinorGuardianSig() / emptyDataPlanMinor(),,ISO date
plan_minor,D,preparer_name,Preparer name,string,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,Certification
plan_minor,D,preparer_tin,Preparer taxpayer ID,string,ssn-ein,optional,,,government-id,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,Sensitive identifier
plan_minor,D,preparer_phone,Preparer phone,string,phone,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,Formatted phone
plan_minor,D,preparer_mailingStreet,Preparer mailing street,string,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,Address component
plan_minor,D,preparer_cityStateZip,Preparer city/state/ZIP,string,zip,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,Address component
plan_minor,D,preparer_email,Preparer email,string,email,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,Email address
plan_minor,D,preparer_signatureDate,Preparer signature date,date,iso-date,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,ISO date
plan_minor,D,attorney_name,Attorney name,string,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,Certification
plan_minor,D,attorney_bar,Attorney bar number,string,bar-number,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,Identifier
plan_minor,D,attorney_phone,Attorney phone,string,phone,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,Formatted phone
plan_minor,D,attorney_street,Attorney street,string,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,Address component
plan_minor,D,attorney_cityStateZip,Attorney city/state/ZIP,string,zip,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,Address component
plan_minor,D,attorney_email,Attorney email,string,email,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,Email address
plan_minor,D,attorney_signatureDate,Attorney signature date,date,iso-date,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,ISO date
annual_accounting,D,schA[].payer,Income payer,string,,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schA,,Repeatable annual schedule row
annual_accounting,D,schA[].description,Income description,string,,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schA,,Free text
annual_accounting,D,schA[].bank,Bank,string,,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schA,,Financial institution
annual_accounting,D,schA[].accountNo,Account number,string,,optional,,,financial,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schA,,Financial identifier
annual_accounting,D,schA[].amount,Income amount,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schA,,Currency amount
annual_accounting,D,schB1[].bankAcct,Guardian fee bank/account,string,,optional,,,personal,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schB1,,Financial identifier
annual_accounting,D,schB1[].checkNo,Guardian fee check number,string,,optional,,,personal,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schB1,,Financial identifier
annual_accounting,D,schB1[].periodFrom,Fee period from,date,iso-date,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schB1,,ISO date
annual_accounting,D,schB1[].periodTo,Fee period to,date,iso-date,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schB1,,ISO date
annual_accounting,D,schB1[].datePaid,Date paid,date,iso-date,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schB1,,ISO date
annual_accounting,D,schB1[].payee,Payee,string,,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schB1,,Party name
annual_accounting,D,schB1[].courtOrderDate,Court order date,date,iso-date,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schB1,,ISO date
annual_accounting,D,schB1[].amount,Fee amount,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schB1,,Currency amount
annual_accounting,D,schB2[].bankAcct,Attorney fee bank/account,string,,optional,,,personal,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schB2,,Same row schema as B-1
annual_accounting,D,schB2[].checkNo,Attorney fee check number,string,,optional,,,personal,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schB2,,Same row schema as B-1
annual_accounting,D,schB2[].periodFrom,Fee period from,date,iso-date,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schB2,,Same row schema as B-1
annual_accounting,D,schB2[].periodTo,Fee period to,date,iso-date,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schB2,,Same row schema as B-1
annual_accounting,D,schB2[].datePaid,Date paid,date,iso-date,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schB2,,Same row schema as B-1
annual_accounting,D,schB2[].payee,Payee,string,,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schB2,,Same row schema as B-1
annual_accounting,D,schB2[].courtOrderDate,Court order date,date,iso-date,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schB2,,Same row schema as B-1
annual_accounting,D,schB2[].amount,Fee amount,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schB2,,Same row schema as B-1
annual_accounting,D,schB3[].bankAcct,Professional fee bank/account,string,,optional,,,personal,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schB3,,Same row schema as B-1
annual_accounting,D,schB3[].checkNo,Professional fee check number,string,,optional,,,personal,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schB3,,Same row schema as B-1
annual_accounting,D,schB3[].periodFrom,Fee period from,date,iso-date,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schB3,,Same row schema as B-1
annual_accounting,D,schB3[].periodTo,Fee period to,date,iso-date,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schB3,,Same row schema as B-1
annual_accounting,D,schB3[].datePaid,Date paid,date,iso-date,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schB3,,Same row schema as B-1
annual_accounting,D,schB3[].payee,Payee,string,,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schB3,,Same row schema as B-1
annual_accounting,D,schB3[].courtOrderDate,Court order date,date,iso-date,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schB3,,Same row schema as B-1
annual_accounting,D,schB3[].amount,Fee amount,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schB3,,Same row schema as B-1
annual_accounting,D,schB4[].bankAcct,Disbursement bank/account,string,,optional,,,personal,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schB4,,Financial identifier
annual_accounting,D,schB4[].checkNo,Disbursement check number,string,,optional,,,personal,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schB4,,Financial identifier
annual_accounting,D,schB4[].datePaid,Date paid,date,iso-date,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schB4,,ISO date
annual_accounting,D,schB4[].payee,Payee,string,,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schB4,,Party name
annual_accounting,D,schB4[].description,Disbursement description,string,,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schB4,,Free text
annual_accounting,D,schB4[].category,Disbursement category,enum,,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schB4,,Configured category list
annual_accounting,D,schB4[].amount,Disbursement amount,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schB4,,Currency amount
annual_accounting,D,schC[].description,Capital transaction description,string,,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schC,,Free text
annual_accounting,D,schC[].date,Transaction date,date,iso-date,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schC,,ISO date
annual_accounting,D,schC[].gain,Capital gain,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schC,,Currency amount
annual_accounting,D,schC[].loss,Capital loss,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schC,,Currency amount
annual_accounting,D,schD1[].description,Bank account description,string,,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schD1,,Asset description
annual_accounting,D,schD1[].accountNo,Account number,string,,optional,,,financial,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schD1,,Financial identifier
annual_accounting,D,schD1[].restricted,Restricted indicator,enum,,optional,,Yes; No,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schD1,,Tri-state Yes/No; new rows begin unanswered ('')
annual_accounting,D,schD1[].type,Account type,string,,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schD1,,Account classification
annual_accounting,D,schD1[].fullAmount,Full amount,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schD1,,Currency amount
annual_accounting,D,schD1[].wardPct,Ward percentage,decimal,percentage,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schD1,,Percentage
annual_accounting,D,schD1[].restrictedAmt,Restricted amount,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schD1,,Currency amount
annual_accounting,D,schD2[].description,Securities description,string,,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schD2,,Asset description
annual_accounting,D,schD2[].residence,Residence indicator,enum,,optional,,Yes; No,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schD2,,Tri-state Yes/No; new rows begin unanswered ('')
annual_accounting,D,schD2[].income,Income indicator,enum,,optional,,Yes; No,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schD2,,Tri-state Yes/No; new rows begin unanswered ('')
annual_accounting,D,schD2[].fullValue,Full value,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schD2,,Currency amount
annual_accounting,D,schD2[].wardPct,Ward percentage,decimal,percentage,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schD2,,Percentage
annual_accounting,D,schD2[].carryingValue,Carrying value,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schD2,,Currency amount
annual_accounting,D,schD2[].wardValue,Ward value,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schD2,,Currency amount
annual_accounting,D,schD3[].description,Real estate description,string,,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schD3,,Asset description
annual_accounting,D,schD3[].fullAmount,Full amount,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schD3,,Currency amount
annual_accounting,D,schD3[].wardPct,Ward percentage,decimal,percentage,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schD3,,Percentage
annual_accounting,D,schD3[].carryingValue,Carrying value,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schD3,,Currency amount
annual_accounting,D,schD3[].wardAmount,Ward amount,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schD3,,Currency amount
annual_accounting,D,schD4[].description,Personal property description,string,,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schD4,,Asset description
annual_accounting,D,schD4[].restricted,Restricted indicator,enum,,optional,,Yes; No,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schD4,,Tri-state Yes/No; new rows begin unanswered ('')
annual_accounting,D,schD4[].fullAmount,Full amount,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schD4,,Currency amount
annual_accounting,D,schD4[].wardPct,Ward percentage,decimal,percentage,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schD4,,Percentage
annual_accounting,D,schD4[].carryingValue,Carrying value,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schD4,,Currency amount
annual_accounting,D,schD4[].wardValue,Ward value,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schD4,,Currency amount
annual_accounting,D,schD4[].restrictedAmt,Restricted amount,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schD4,,Currency amount
annual_accounting,D,schD5[].description,Liability description,string,,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schD5,,Liability description
annual_accounting,D,schD5[].loanNo,Loan number,string,,optional,,,financial,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schD5,,Financial identifier
annual_accounting,D,schD5[].loanType,Loan type,string,,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schD5,,Classification
annual_accounting,D,schD5[].fullDebt,Full debt,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schD5,,Currency amount
annual_accounting,D,schD5[].wardPct,Ward percentage,decimal,percentage,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schD5,,Percentage
annual_accounting,D,schD5[].wardBalance,Ward balance,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schD5,,Currency amount
annual_accounting,D,schE[].bankName,Bank name,string,,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schE,,Transfer row
annual_accounting,D,schE[].transferInDate,Transfer in date,date,iso-date,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schE,,ISO date
annual_accounting,D,schE[].transferInAmt,Transfer in amount,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schE,,Currency amount
annual_accounting,D,schE[].transferOutDate,Transfer out date,date,iso-date,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schE,,ISO date
annual_accounting,D,schE[].transferOutAmt,Transfer out amount,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schE,,Currency amount
annual_accounting,D,schF1[].description,Real property sale description,string,,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schF1,,Free text
annual_accounting,D,schF1[].bank,Bank,string,,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schF1,,Financial institution
annual_accounting,D,schF1[].accountNo,Account number,string,,optional,,,financial,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schF1,,Financial identifier
annual_accounting,D,schF1[].courtOrderDate,Court order date,date,iso-date,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schF1,,ISO date
annual_accounting,D,schF1[].salePrice,Sale price,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schF1,,Currency amount
annual_accounting,D,schF2[].description,Personal property sale description,string,,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schF2,,Free text
annual_accounting,D,schF2[].bank,Bank,string,,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schF2,,Financial institution
annual_accounting,D,schF2[].accountNo,Account number,string,,optional,,,financial,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schF2,,Financial identifier
annual_accounting,D,schF2[].courtOrderDate,Court order date,date,iso-date,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schF2,,ISO date
annual_accounting,D,schF2[].salePrice,Sale price,decimal,currency,optional,,,none,persisted,input,0,unbounded,0,,src/core/form/schedule-definitions.js,SCHEDULE_SCHEMAS.schF2,,Currency amount
derived,calcTotalsAnnual(),schA,Schedule A income total,decimal,currency,n/a,,,none,derived,derived,,,,,src/features/annual-accounting/totals.js,calcTotalsAnnual(),,Returned by calcTotalsAnnual from schA[].amount
derived,calcTotalsAnnual(),schB1,Schedule B-1 total,decimal,currency,n/a,,,none,derived,derived,,,,,src/features/annual-accounting/totals.js,calcTotalsAnnual(),,Returned by calcTotalsAnnual from schB1[].amount
derived,calcTotalsAnnual(),schB2,Schedule B-2 total,decimal,currency,n/a,,,none,derived,derived,,,,,src/features/annual-accounting/totals.js,calcTotalsAnnual(),,Returned by calcTotalsAnnual from schB2[].amount
derived,calcTotalsAnnual(),schB3,Schedule B-3 total,decimal,currency,n/a,,,none,derived,derived,,,,,src/features/annual-accounting/totals.js,calcTotalsAnnual(),,Returned by calcTotalsAnnual from schB3[].amount
derived,calcTotalsAnnual(),schB4,Schedule B-4 total,decimal,currency,n/a,,,none,derived,derived,,,,,src/features/annual-accounting/totals.js,calcTotalsAnnual(),,Returned by calcTotalsAnnual from schB4[].amount
derived,calcTotalsAnnual(),totalDisb,Total disbursements,decimal,currency,n/a,,,none,derived,derived,,,,,src/features/annual-accounting/totals.js,calcTotalsAnnual(),,Returned by calcTotalsAnnual as schB1 + schB2 + schB3 + schB4
derived,calcTotalsAnnual(),netAssets,Net assets,decimal,currency,n/a,,,none,derived,derived,,,,,src/features/annual-accounting/totals.js,calcTotalsAnnual(),,Returned by calcTotalsAnnual
derived,calcTotalsAnnual(),netAssetsFromD,Net assets from Schedule D,decimal,currency,n/a,,,none,derived,derived,,,,,src/features/annual-accounting/totals.js,calcTotalsAnnual(),,Returned by calcTotalsAnnual
derived,annualReconcileState(),diff,Reconciliation difference,decimal,currency,n/a,,,none,derived,derived,,,,,src/features/annual-accounting/totals.js,annualReconcileState(),,Returned by annualReconcileState
derived,annualReconcileState(),outOfBalance,Accounting out of balance,boolean,,n/a,,,none,derived,derived,,,,,src/features/annual-accounting/totals.js,annualReconcileState(),,Returned by annualReconcileState
derived,annualReconcileState(),explanation,Reconciliation explanation,string,,n/a,,,none,derived,derived,,,,,src/features/annual-accounting/totals.js,annualReconcileState(),,Read from D.reconcileExplanation and returned by annualReconcileState
derived,annualReconcileState(),explained,Out-of-balance condition explained,boolean,,n/a,,,none,derived,derived,,,,,src/features/annual-accounting/totals.js,annualReconcileState(),,Returned by annualReconcileState
derived,simplifiedPdfCalculations,totalIncome,Total income,decimal,currency,n/a,,,none,derived,derived,,,,,src/features/simplified-accounting/pdf-model.js,simplifiedPdfCalculations,,Computed as interestIncome + depositsSettlement
derived,simplifiedPdfCalculations,totalDisbursements,Total disbursements,decimal,currency,n/a,,,none,derived,derived,,,,,src/features/simplified-accounting/pdf-model.js,simplifiedPdfCalculations,,Computed as serviceCharges + federalIncomeTax
derived,simplifiedPdfCalculations,remaining,Remaining balance,decimal,currency,n/a,,,none,derived,derived,,,,,src/features/simplified-accounting/pdf-model.js,simplifiedPdfCalculations,,Computed as startingBalance + totalIncome - totalDisbursements
derived,pdfEngine,pageCount,Finalized PDF page count,integer,,n/a,,,none,export-only,derived,,,,,src/core/pdf/pdf-engine.js,pdfEngine,,Generated by PDF engine/pdf.js; not user-entered
derived,pdfEngine,metadata.title,PDF metadata title,string,,n/a,,,none,export-only,derived,,,,,src/core/pdf/pdf-engine.js,pdfEngine,,Generated from ward/case/filing/print date
derived,supplementalPdf,contentDigest,Supplemental file content digest,string,,conditional,a supplemental file has been uploaded for this filing,,none,persisted,derived,,,,,src/core/pdf/supplemental-pdf.js,supplementalPdf,,Used to identify uploaded files
plan_simplified,D,planTriStateSchemaVersion,Tri-state schema version,integer,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanSimplified(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,planTriStateSchemaVersion,Tri-state schema version,integer,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_initial,D,planTriStateSchemaVersion,Tri-state schema version,integer,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanInitial(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_minor,D,planTriStateSchemaVersion,Tri-state schema version,integer,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,wardLiving,Where the ward is living,string,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,residenceAddress,Address where the ward resides,string,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,residenceCityStateZip,City/state/ZIP where the ward resides,string,zip,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,residencePhone,Phone where the ward resides,string,phone,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,mailingAddress,Ward's mailing address,string,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,mailingCityStateZip,Ward's mailing city/state/ZIP,string,zip,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
